,index,summary,sentiment,sentiment_writing,Article_without_stopwords,After_lemmatization,pos_tags,senti_score,sentiment_class_swn
23,6400,"The article discusses issues within the SPLM party and their upcoming 3rd National Convention in May 2013 in South Sudan. The author, a member of the party, raises concerns about voting methods proposed by President Salva Kiir Mayardit, including a show of hands which is open to bribery and intimidation, and argues for the importance of transparency and participation in decision making. The article also criticizes President Kiir's leadership and his tendency towards dictatorship, and highlights the corruption and lack of accountability within the government.",-1,0,article discusses issues within splm party upcoming 3rd national convention may 2013 south sudan authormember party raises concerns voting methods proposed president salva kiir mayardit includingshow hands open bribery intimidation argues importance transparency participation decision making article also criticizes president kiirleadership tendency towards dictatorship highlights corruption lack accountability within government ,discus issue within splm party upcoming 3rd national convention may south sudan authormember party raise concern voting method proposed president salva kiir mayardit includingshow hand open bribery intimidation argues importance transparency participation decision making article also criticizes president kiirleadership tendency towards dictatorship highlight corruption lack accountability within government ,"[('discus', 'NN'), ('issue', 'NN'), ('within', 'IN'), ('splm', 'JJ'), ('party', 'NN'), ('upcoming', 'VBG'), ('3rd', 'CD'), ('national', 'JJ'), ('convention', 'NN'), ('may', 'MD'), ('south', 'VB'), ('sudan', 'JJ'), ('authormember', 'NNP'), ('party', 'NN'), ('raise', 'NN'), ('concern', 'NN'), ('voting', 'VBG'), ('method', 'NN'), ('proposed', 'VBN'), ('president', 'NN'), ('salva', 'NN'), ('kiir', 'VBD'), ('mayardit', 'NN'), ('includingshow', 'NN'), ('hand', 'NN'), ('open', 'JJ'), ('bribery', 'NN'), ('intimidation', 'NN'), ('argues', 'VBZ'), ('importance', 'NN'), ('transparency', 'NN'), ('participation', 'NN'), ('decision', 'NN'), ('making', 'NN'), ('article', 'NN'), ('also', 'RB'), ('criticizes', 'VBZ'), ('president', 'NN'), ('kiirleadership', 'NN'), ('tendency', 'NN'), ('towards', 'NNS'), ('dictatorship', 'NN'), ('highlight', 'VBD'), ('corruption', 'NN'), ('lack', 'NN'), ('accountability', 'NN'), ('within', 'IN'), ('government', 'NN')]",1.375,Positive
24,6733,"The article discusses a member of the South Sudan opposition party, SPLM-DC, dismissing rumors of internal conflicts within the party. The member refuted recent media reports suggesting that the party's leadership was divided and clarified that statements made by the party officials were personal views. The party's deputy minority leader also accused certain groups of spreading rumors to create problems in the party and claimed that the party was growing stronger. SPLM-DC was formed in 2009 as a breakaway from the South Sudan-ruling party.",0,0,article discussesmember south sudan opposition party splm dc dismissing rumors internal conflicts within party member refuted recent media reports suggesting partyleadership divided clarified statements made party officials personal views partydeputy minority leader also accused certain groups spreading rumors create problems party claimed party growing stronger splm dc formed 2009 asbreakaway south sudan ruling party ,discussesmember south sudan opposition party splm dismissing rumor internal conflict within party member refuted recent medium report suggesting partyleadership divided clarified statement made party official personal view partydeputy minority leader also accused certain group spreading rumor create problem party claimed party growing stronger splm formed asbreakaway south sudan ruling party ,"[('discussesmember', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('opposition', 'NN'), ('party', 'NN'), ('splm', 'NN'), ('dismissing', 'VBG'), ('rumor', 'NN'), ('internal', 'JJ'), ('conflict', 'NN'), ('within', 'IN'), ('party', 'NN'), ('member', 'NN'), ('refuted', 'VBN'), ('recent', 'JJ'), ('medium', 'NN'), ('report', 'NN'), ('suggesting', 'VBG'), ('partyleadership', 'NN'), ('divided', 'VBD'), ('clarified', 'JJ'), ('statement', 'NN'), ('made', 'VBD'), ('party', 'NN'), ('official', 'JJ'), ('personal', 'JJ'), ('view', 'NN'), ('partydeputy', 'NN'), ('minority', 'NN'), ('leader', 'NN'), ('also', 'RB'), ('accused', 'VBD'), ('certain', 'JJ'), ('group', 'NN'), ('spreading', 'VBG'), ('rumor', 'NN'), ('create', 'NN'), ('problem', 'NN'), ('party', 'NN'), ('claimed', 'VBD'), ('party', 'NN'), ('growing', 'VBG'), ('stronger', 'JJR'), ('splm', 'NN'), ('formed', 'VBD'), ('asbreakaway', 'RB'), ('south', 'JJ'), ('sudan', 'JJ'), ('ruling', 'NN'), ('party', 'NN')]",-1.25,Negative
25,6927,"The article discusses a group of genocide scholars' call for the US Memorial Museum's Committee on Conscience to take action in response to ongoing crises in the Nuba Mountains and Blue Nile regions of Sudan. The scholars request that an investigation be conducted into human rights violations, a humanitarian corridor be implemented for aid, and a genocide alert be issued. The Committee on Conscience is urged to focus on related crimes against humanity as well as genocide and is argued to be the only legitimate entity to declare a genocide emergency. The scholars criticize the USHMM's move away from a formal alert system and ask that the Committee fulfill its mandate to alert the national conscience and stimulate worldwide action.",-1,0,article discussesgroup genocide scholars call us memorial museumcommittee conscience take action response ongoing crises nuba mountains blue nile regions sudan scholars request investigation conducted human rights violationshumanitarian corridor implemented aid andgenocide alert issued committee conscience urged focus related crimes humanity well genocide argued legitimate entity declaregenocide emergency scholars criticize ushmmmove away fromformal alert system ask committee fulfill mandate alert national conscience stimulate worldwide action ,discussesgroup genocide scholar call memorial museumcommittee conscience take action response ongoing crisis nuba mountain blue nile region sudan scholar request investigation conducted human right violationshumanitarian corridor implemented aid andgenocide alert issued committee conscience urged focus related crime humanity well genocide argued legitimate entity declaregenocide emergency scholar criticize ushmmmove away fromformal alert system ask committee fulfill mandate alert national conscience stimulate worldwide action ,"[('discussesgroup', 'NN'), ('genocide', 'NN'), ('scholar', 'NN'), ('call', 'NN'), ('memorial', 'JJ'), ('museumcommittee', 'NN'), ('conscience', 'NN'), ('take', 'VB'), ('action', 'NN'), ('response', 'NN'), ('ongoing', 'VBG'), ('crisis', 'NN'), ('nuba', 'RB'), ('mountain', 'NN'), ('blue', 'JJ'), ('nile', 'JJ'), ('region', 'NN'), ('sudan', 'NN'), ('scholar', 'NN'), ('request', 'NN'), ('investigation', 'NN'), ('conducted', 'VBD'), ('human', 'JJ'), ('right', 'JJ'), ('violationshumanitarian', 'NN'), ('corridor', 'NN'), ('implemented', 'VBN'), ('aid', 'NN'), ('andgenocide', 'NN'), ('alert', 'VBP'), ('issued', 'VBN'), ('committee', 'NN'), ('conscience', 'NN'), ('urged', 'VBD'), ('focus', 'RB'), ('related', 'VBN'), ('crime', 'NN'), ('humanity', 'NN'), ('well', 'RB'), ('genocide', 'RB'), ('argued', 'VBD'), ('legitimate', 'JJ'), ('entity', 'NN'), ('declaregenocide', 'JJ'), ('emergency', 'NN'), ('scholar', 'NN'), ('criticize', 'VB'), ('ushmmmove', 'JJ'), ('away', 'RB'), ('fromformal', 'JJ'), ('alert', 'NN'), ('system', 'NN'), ('ask', 'JJ'), ('committee', 'NN'), ('fulfill', 'NN'), ('mandate', 'NNP'), ('alert', 'JJ'), ('national', 'JJ'), ('conscience', 'NN'), ('stimulate', 'NN'), ('worldwide', 'IN'), ('action', 'NN')]",0.5,Positive
26,7842,"The article discusses China's decision to lend South Sudan between US$1 billion and US$2 billion to boost its mining sector; South Sudan's first geological survey, funded by a US$43 million Chinese loan; and the opportunity for South Africa to invest in and share its technological expertise with South Sudan's mineral-rich industries.",0,0,article discusses chinadecision lend south sudan us 1 billion us 2 billion boost mining sector south sudanfirst geological survey funded byus 43 million chinese loan opportunity south africa invest share technological expertise south sudanmineral rich industries ,discus chinadecision lend south sudan billion billion boost mining sector south sudanfirst geological survey funded byus million chinese loan opportunity south africa invest share technological expertise south sudanmineral rich industry ,"[('discus', 'NN'), ('chinadecision', 'NN'), ('lend', 'VBP'), ('south', 'JJ'), ('sudan', 'JJ'), ('billion', 'CD'), ('billion', 'CD'), ('boost', 'NN'), ('mining', 'NN'), ('sector', 'NN'), ('south', 'JJ'), ('sudanfirst', 'JJ'), ('geological', 'JJ'), ('survey', 'NN'), ('funded', 'VBD'), ('byus', 'JJ'), ('million', 'CD'), ('chinese', 'JJ'), ('loan', 'NN'), ('opportunity', 'NN'), ('south', 'VBP'), ('africa', 'JJ'), ('invest', 'JJS'), ('share', 'NN'), ('technological', 'JJ'), ('expertise', 'NN'), ('south', 'JJ'), ('sudanmineral', 'JJ'), ('rich', 'JJ'), ('industry', 'NN')]",0.875,Positive
27,7887,The article discusses the call by Information minister Hon. Micheal Makuei Lueth for traders in Juba to refrain from hiking prices following the central bank's decision to devalue the country's currency against all foreign currencies. The article also mentions the government's rejection of the exchange reform policy of the central bank and the meeting held between Hon. Makuei and the Norwegian ambassador to South Sudan to discuss matters of bilateral relations.,0,0,article discusses call information minister hon micheal makuei lueth traders juba refrain hiking prices following central bankdecision devalue countrycurrency foreign currencies article also mentions governmentrejection exchange reform policy central bank meeting held hon makuei norwegian ambassador south sudan discuss matters bilateral relations ,discus call information minister hon micheal makuei lueth trader juba refrain hiking price following central bankdecision devalue countrycurrency foreign currency article also mention governmentrejection exchange reform policy central bank meeting held hon makuei norwegian ambassador south sudan discus matter bilateral relation ,"[('discus', 'VB'), ('call', 'NN'), ('information', 'NN'), ('minister', 'NN'), ('hon', 'NN'), ('micheal', 'NN'), ('makuei', 'NN'), ('lueth', 'VBZ'), ('trader', 'NN'), ('juba', 'NN'), ('refrain', 'VBP'), ('hiking', 'JJ'), ('price', 'NN'), ('following', 'VBG'), ('central', 'JJ'), ('bankdecision', 'NN'), ('devalue', 'NN'), ('countrycurrency', 'NN'), ('foreign', 'JJ'), ('currency', 'NN'), ('article', 'NN'), ('also', 'RB'), ('mention', 'NNP'), ('governmentrejection', 'NN'), ('exchange', 'NN'), ('reform', 'NN'), ('policy', 'NN'), ('central', 'JJ'), ('bank', 'NN'), ('meeting', 'NN'), ('held', 'VBD'), ('hon', 'NN'), ('makuei', 'NN'), ('norwegian', 'JJ'), ('ambassador', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('discus', 'NN'), ('matter', 'NN'), ('bilateral', 'JJ'), ('relation', 'NN')]",0.25,Positive
28,8475,"The article discusses US officials' efforts to seek a solution to the crisis in South Sudan, including Secretary Kerry's calls to leaders throughout Africa and the world, urging President Salva Kiir and former Vice President Riek Machar to accept a cessation of hostilities and begin mediated political talks. US Special Envoy Donald Booth is in Juba to secure a commitment from both leaders to begin talks, working with IGAD nations to arrange the negotiations. The US urges all parties to implement an immediate cessation of hostilities to offer humanitarian access and allow for political dialogue. Violence will not pave the way for stability or prosperity.",0,0,article discusses us officials efforts seeksolution crisis south sudan including secretary kerrycalls leaders throughout africa world urging president salva kiir former vice president riek machar acceptcessation hostilities begin mediated political talks us special envoy donald booth juba securecommitment leaders begin talks working igad nations arrange negotiations us urges parties implement immediate cessation hostilities offer humanitarian access allow political dialogue violence pave way stability prosperity ,discus official effort seeksolution crisis south sudan including secretary kerrycalls leader throughout africa world urging president salva kiir former vice president riek machar acceptcessation hostility begin mediated political talk special envoy donald booth juba securecommitment leader begin talk working igad nation arrange negotiation urge party implement immediate cessation hostility offer humanitarian access allow political dialogue violence pave way stability prosperity ,"[('discus', 'VB'), ('official', 'JJ'), ('effort', 'NN'), ('seeksolution', 'NN'), ('crisis', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('including', 'VBG'), ('secretary', 'NN'), ('kerrycalls', 'NNS'), ('leader', 'NN'), ('throughout', 'IN'), ('africa', 'JJ'), ('world', 'NN'), ('urging', 'VBG'), ('president', 'NN'), ('salva', 'NN'), ('kiir', 'VBD'), ('former', 'JJ'), ('vice', 'NN'), ('president', 'NN'), ('riek', 'NN'), ('machar', 'NN'), ('acceptcessation', 'NN'), ('hostility', 'NN'), ('begin', 'VBP'), ('mediated', 'VBN'), ('political', 'JJ'), ('talk', 'NN'), ('special', 'JJ'), ('envoy', 'NN'), ('donald', 'NN'), ('booth', 'DT'), ('juba', 'JJ'), ('securecommitment', 'JJ'), ('leader', 'NN'), ('begin', 'NN'), ('talk', 'NN'), ('working', 'VBG'), ('igad', 'JJ'), ('nation', 'NN'), ('arrange', 'NN'), ('negotiation', 'NN'), ('urge', 'NN'), ('party', 'NN'), ('implement', 'JJ'), ('immediate', 'JJ'), ('cessation', 'NN'), ('hostility', 'NN'), ('offer', 'VBP'), ('humanitarian', 'JJ'), ('access', 'NN'), ('allow', 'VB'), ('political', 'JJ'), ('dialogue', 'NN'), ('violence', 'NN'), ('pave', 'VBP'), ('way', 'NN'), ('stability', 'NN'), ('prosperity', 'NN')]",-0.125,Negative
29,9001,"The article discusses Ghana's contribution of 850 troops, made up of 330 troops currently on peacekeeping duties in Cote d'Ivoire with an additional 520 men to provide a fully-fledged battalion for South Sudan, to help restore peace and stability in South Sudan and assist with the humanitarian efforts. The decision was made public during the official visit of Ethiopia's Foreign Minister Dr. Tedros Adhanom to Ghana.",1,0,article discusses ghanacontribution 850 troops made 330 troops currently peacekeeping duties coteivoire additional 520 men providefully fledged battalion south sudan help restore peace stability south sudan assist humanitarian efforts decision made public official visit ethiopiaforeign minister dr tedros adhanom ghana ,discus ghanacontribution troop made troop currently peacekeeping duty coteivoire additional men providefully fledged battalion south sudan help restore peace stability south sudan assist humanitarian effort decision made public official visit ethiopiaforeign minister tedros adhanom ghana ,"[('discus', 'NN'), ('ghanacontribution', 'NN'), ('troop', 'NN'), ('made', 'VBD'), ('troop', 'NNS'), ('currently', 'RB'), ('peacekeeping', 'VBG'), ('duty', 'NN'), ('coteivoire', 'VBP'), ('additional', 'JJ'), ('men', 'NNS'), ('providefully', 'RB'), ('fledged', 'VBN'), ('battalion', 'NN'), ('south', 'NN'), ('sudan', 'NN'), ('help', 'NN'), ('restore', 'VB'), ('peace', 'NN'), ('stability', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('assist', 'NN'), ('humanitarian', 'JJ'), ('effort', 'NN'), ('decision', 'NN'), ('made', 'VBD'), ('public', 'JJ'), ('official', 'JJ'), ('visit', 'NN'), ('ethiopiaforeign', 'JJ'), ('minister', 'NN'), ('tedros', 'NNS'), ('adhanom', 'VBP'), ('ghana', 'NN')]",2.125,Positive
30,9135,"The article discusses South Sudanese President Salva Kiir Mayardit's criticism towards the United Nations (UN) on the status of the UN Mission in South Sudan (UNMISS), along with deteriorating relations between UNMISS and South Sudan's government due to recent fighting. The conflict has internally displaced nearly half a million people and caused over 86,000 refugees to flee to neighbouring countries. The UN's camp in Bor, capital of Jonglei state, was the scene of a dispute when South Sudan's information minister was refused entry with armed bodyguards. The UN condemned the forced entry and demands respect for the sanctity of UNMISS protection sites.",-1,0,article discusses south sudanese president salva kiir mayarditcriticism towards united nations un status un mission south sudan unmiss along deteriorating relations unmiss south sudangovernment due recent fighting conflict internally displaced nearly halfmillion people caused 86 000 refugees flee neighbouring countries uncamp bor capital jonglei state scene ofdispute south sudaninformation minister refused entry armed bodyguards un condemned forced entry demands respect sanctity unmiss protection sites ,discus south sudanese president salva kiir mayarditcriticism towards united nation status mission south sudan unmiss along deteriorating relation unmiss south sudangovernment due recent fighting conflict internally displaced nearly halfmillion people caused refugee flee neighbouring country uncamp bor capital jonglei state scene ofdispute south sudaninformation minister refused entry armed bodyguard condemned forced entry demand respect sanctity unmiss protection site ,"[('discus', 'NN'), ('south', 'JJ'), ('sudanese', 'JJ'), ('president', 'NN'), ('salva', 'NN'), ('kiir', 'VBD'), ('mayarditcriticism', 'NN'), ('towards', 'NNS'), ('united', 'JJ'), ('nation', 'NN'), ('status', 'NN'), ('mission', 'NN'), ('south', 'RB'), ('sudan', 'JJ'), ('unmiss', 'JJ'), ('along', 'IN'), ('deteriorating', 'VBG'), ('relation', 'NN'), ('unmiss', 'JJ'), ('south', 'JJ'), ('sudangovernment', 'NN'), ('due', 'JJ'), ('recent', 'JJ'), ('fighting', 'VBG'), ('conflict', 'NN'), ('internally', 'RB'), ('displaced', 'VBD'), ('nearly', 'RB'), ('halfmillion', 'JJ'), ('people', 'NNS'), ('caused', 'VBD'), ('refugee', 'JJ'), ('flee', 'JJ'), ('neighbouring', 'VBG'), ('country', 'NN'), ('uncamp', 'JJ'), ('bor', 'NN'), ('capital', 'NN'), ('jonglei', 'NN'), ('state', 'NN'), ('scene', 'NN'), ('ofdispute', 'NN'), ('south', 'JJ'), ('sudaninformation', 'NN'), ('minister', 'NN'), ('refused', 'VBD'), ('entry', 'NN'), ('armed', 'VBD'), ('bodyguard', 'RB'), ('condemned', 'VBN'), ('forced', 'VBN'), ('entry', 'NN'), ('demand', 'NN'), ('respect', 'VBP'), ('sanctity', 'NN'), ('unmiss', 'JJ'), ('protection', 'NN'), ('site', 'NN')]",-0.125,Negative
31,9318,"The article discusses the visit of Norway's foreign minister to Juba, where he urged the warring parties in South Sudan to respect and implement the 'shaky' ceasefire accord. The role of the Intergovernmental Authority on Development (IGAD) and the Troika in negotiating the agreement was also highlighted. Both sides have accused the other of violating the ceasefire since it was signed and there have been reports of fighting in various locations including Malakal in oil-producing Upper Nile state and Jonglei state.",-1,0,article discusses visit norwayforeign minister juba urged warring parties south sudan respect implement shaky ceasefire accord role intergovernmental authority development igad troika negotiating agreement also highlighted sides accused violating ceasefire since signed reports fighting various locations including malakal oil producing upper nile state jonglei state ,discus visit norwayforeign minister juba urged warring party south sudan respect implement shaky ceasefire accord role intergovernmental authority development igad troika negotiating agreement also highlighted side accused violating ceasefire since signed report fighting various location including malakal oil producing upper nile state jonglei state ,"[('discus', 'NN'), ('visit', 'NN'), ('norwayforeign', 'JJ'), ('minister', 'NN'), ('juba', 'NN'), ('urged', 'VBD'), ('warring', 'VBG'), ('party', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('respect', 'NN'), ('implement', 'NN'), ('shaky', 'JJ'), ('ceasefire', 'NN'), ('accord', 'NN'), ('role', 'NN'), ('intergovernmental', 'JJ'), ('authority', 'NN'), ('development', 'NN'), ('igad', 'NN'), ('troika', 'IN'), ('negotiating', 'VBG'), ('agreement', 'NN'), ('also', 'RB'), ('highlighted', 'VBD'), ('side', 'NN'), ('accused', 'VBD'), ('violating', 'VBG'), ('ceasefire', 'NN'), ('since', 'IN'), ('signed', 'VBN'), ('report', 'NN'), ('fighting', 'VBG'), ('various', 'JJ'), ('location', 'NN'), ('including', 'VBG'), ('malakal', 'JJ'), ('oil', 'NN'), ('producing', 'VBG'), ('upper', 'JJ'), ('nile', 'JJ'), ('state', 'NN'), ('jonglei', 'NN'), ('state', 'NN')]",0.375,Positive
32,9484,"The article discusses the South Sudanese government commending Uganda's military support in helping to quell a rebellion. The interior minister referred to Uganda as a genuine friend of the South Sudanese people, and Uganda's intervention in the conflict was deemed legitimate. The violence erupted in Juba, and clashes between rival tribe members within the presidential guards led to government forces battling pro-Machar forces for control of strategic areas. Debate has continued about Uganda's military intervention in the South Sudan conflict.",0,0,article discusses south sudanese government commending ugandamilitary support helping quellrebellion interior minister referred uganda asgenuine friend south sudanese people ugandaintervention conflict deemed legitimate violence erupted juba clashes rival tribe members within presidential guards led government forces battling pro machar forces control strategic areas debate continued ugandamilitary intervention south sudan conflict ,discus south sudanese government commending ugandamilitary support helping quellrebellion interior minister referred uganda asgenuine friend south sudanese people ugandaintervention conflict deemed legitimate violence erupted juba clash rival tribe member within presidential guard led government force battling pro machar force control strategic area debate continued ugandamilitary intervention south sudan conflict ,"[('discus', 'NN'), ('south', 'VBZ'), ('sudanese', 'JJ'), ('government', 'NN'), ('commending', 'VBG'), ('ugandamilitary', 'JJ'), ('support', 'NN'), ('helping', 'VBG'), ('quellrebellion', 'NN'), ('interior', 'JJ'), ('minister', 'NN'), ('referred', 'VBD'), ('uganda', 'JJ'), ('asgenuine', 'NN'), ('friend', 'NN'), ('south', 'VBZ'), ('sudanese', 'JJ'), ('people', 'NNS'), ('ugandaintervention', 'JJ'), ('conflict', 'NN'), ('deemed', 'VBD'), ('legitimate', 'JJ'), ('violence', 'NN'), ('erupted', 'VBD'), ('juba', 'JJ'), ('clash', 'NN'), ('rival', 'JJ'), ('tribe', 'JJ'), ('member', 'NN'), ('within', 'IN'), ('presidential', 'JJ'), ('guard', 'NN'), ('led', 'VBD'), ('government', 'NN'), ('force', 'NN'), ('battling', 'VBG'), ('pro', 'JJ'), ('machar', 'FW'), ('force', 'NN'), ('control', 'NN'), ('strategic', 'JJ'), ('area', 'NN'), ('debate', 'NN'), ('continued', 'VBD'), ('ugandamilitary', 'JJ'), ('intervention', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('conflict', 'NN')]",0.25,Positive
33,9666,"The article discusses the economic impact of the conflict in South Sudan on Uganda, particularly in terms of exports and revenue. South Sudan is Uganda's largest export destination in the COMESA region, and a decline in exports due to the conflict could lead to a reduction in corporation tax. The situation has already caused a deficit in revenue for the Uganda Revenue Authority, and many companies that export to South Sudan have been affected. The conflict has also led to a decrease in aggregate demand at the household level and has caused many Ugandan traders to suffer losses.",-1,0,article discusses economic impact conflict south sudan uganda particularly terms exports revenue south sudan ugandalargest export destination comesa region anddecline exports due conflict could lead toreduction corporation tax situation already causeddeficit revenue uganda revenue authority many companies export south sudan affected conflict also led todecrease aggregate demand household level caused many ugandan traders suffer losses ,discus economic impact conflict south sudan uganda particularly term export revenue south sudan ugandalargest export destination comesa region anddecline export due conflict could lead toreduction corporation tax situation already causeddeficit revenue uganda revenue authority many company export south sudan affected conflict also led todecrease aggregate demand household level caused many ugandan trader suffer loss ,"[('discus', 'VB'), ('economic', 'JJ'), ('impact', 'NN'), ('conflict', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('uganda', 'JJ'), ('particularly', 'RB'), ('term', 'NN'), ('export', 'NN'), ('revenue', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('ugandalargest', 'JJS'), ('export', 'NN'), ('destination', 'NN'), ('comesa', 'JJ'), ('region', 'NN'), ('anddecline', 'NN'), ('export', 'NN'), ('due', 'JJ'), ('conflict', 'NN'), ('could', 'MD'), ('lead', 'VB'), ('toreduction', 'NN'), ('corporation', 'NN'), ('tax', 'NN'), ('situation', 'NN'), ('already', 'RB'), ('causeddeficit', 'JJ'), ('revenue', 'NN'), ('uganda', 'JJ'), ('revenue', 'NN'), ('authority', 'NN'), ('many', 'JJ'), ('company', 'NN'), ('export', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('affected', 'VBD'), ('conflict', 'NN'), ('also', 'RB'), ('led', 'VBD'), ('todecrease', 'JJ'), ('aggregate', 'JJ'), ('demand', 'NN'), ('household', 'NN'), ('level', 'NN'), ('caused', 'VBD'), ('many', 'JJ'), ('ugandan', 'JJ'), ('trader', 'NN'), ('suffer', 'NN'), ('loss', 'NN')]",-0.5,Negative
34,9800,"The article discusses the observance of a Day of Prayer for South Sudan on Feb. 16, which took place in various churches in the US and was led by the Episcopal Church Presiding Bishop Katharine Jefferts Schori. St. John the Divine Episcopal Church in Moorhead, Minnesota, mainly comprised of Sudanese refugees, held a personal service where their prayers focused on their loved ones in South Sudan. The article also reports on the political and ethnic unrest in South Sudan, which has resulted in the deaths of thousands and mass displacement of citizens. The Sudanese Christian community in Fargo-Moorhead, North Dakota was highlighted for its hospitality towards Sudanese refugees, and their priest, Rev Michael Kiju Paul, spoke about the communitys efforts to bring peace to South Sudan.",0,0,article discusses observance ofday prayer south sudan feb 16 took place various churches us led episcopal church presiding bishop katharine jefferts schori st john divine episcopal church moorhead minnesota mainly comprised sudanese refugees heldpersonal service prayers focused loved ones south sudan article also reports political ethnic unrest south sudan resulted deaths thousands mass displacement citizens sudanese christian community fargo moorhead north dakota highlighted hospitality towards sudanese refugees priest rev michael kiju paul spoke communityefforts bring peace south sudan ,discus observance ofday prayer south sudan feb took place various church led episcopal church presiding bishop katharine jefferts schori john divine episcopal church moorhead minnesota mainly comprised sudanese refugee heldpersonal service prayer focused loved one south sudan article also report political ethnic unrest south sudan resulted death thousand mass displacement citizen sudanese christian community fargo moorhead north dakota highlighted hospitality towards sudanese refugee priest rev michael kiju paul spoke communityefforts bring peace south sudan ,"[('discus', 'NN'), ('observance', 'NN'), ('ofday', 'JJ'), ('prayer', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('feb', 'NN'), ('took', 'VBD'), ('place', 'NN'), ('various', 'JJ'), ('church', 'NN'), ('led', 'VBD'), ('episcopal', 'JJ'), ('church', 'NN'), ('presiding', 'VBG'), ('bishop', 'NN'), ('katharine', 'NN'), ('jefferts', 'NNS'), ('schori', 'VBP'), ('john', 'JJ'), ('divine', 'NN'), ('episcopal', 'JJ'), ('church', 'NN'), ('moorhead', 'NN'), ('minnesota', 'NN'), ('mainly', 'RB'), ('comprised', 'VBD'), ('sudanese', 'JJ'), ('refugee', 'JJ'), ('heldpersonal', 'JJ'), ('service', 'NN'), ('prayer', 'NN'), ('focused', 'VBD'), ('loved', 'VBD'), ('one', 'CD'), ('south', 'NN'), ('sudan', 'NN'), ('article', 'NN'), ('also', 'RB'), ('report', 'VB'), ('political', 'JJ'), ('ethnic', 'JJ'), ('unrest', 'JJS'), ('south', 'JJ'), ('sudan', 'NN'), ('resulted', 'VBD'), ('death', 'NN'), ('thousand', 'NN'), ('mass', 'NN'), ('displacement', 'NN'), ('citizen', 'NN'), ('sudanese', 'JJ'), ('christian', 'JJ'), ('community', 'NN'), ('fargo', 'VBP'), ('moorhead', 'JJ'), ('north', 'JJ'), ('dakota', 'NN'), ('highlighted', 'VBN'), ('hospitality', 'NN'), ('towards', 'IN'), ('sudanese', 'JJ'), ('refugee', 'NN'), ('priest', 'JJS'), ('rev', 'NN'), ('michael', 'NN'), ('kiju', 'NN'), ('paul', 'NN'), ('spoke', 'VBD'), ('communityefforts', 'NNS'), ('bring', 'VBG'), ('peace', 'NN'), ('south', 'JJ'), ('sudan', 'NN')]",0.125,Positive
